case_id,case_type,d810,ddserver,session_manager,s10,operating_mode,log_profile,delivery_profile,ordered_events,expected_invariant
PIPE-090,pipeline_combination,usb_reconnect,restart_during_request,websocket_reconnect,background_resume,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-091,pipeline_combination,ready,healthy,websocket_reconnect,wifi_reconnect,liveview,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-092,pipeline_combination,standby_wake,term_recover,stale_session_repair,background_resume,remote_idle,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-093,pipeline_combination,ready,term_recover,bridge_term_recover,force_stop_relaunch,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-094,pipeline_combination,usb_reconnect,healthy,stable,force_stop_relaunch,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-095,pipeline_combination,usb_reconnect,restart_during_request,websocket_reconnect,foreground,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-096,pipeline_combination,power_cycle_recover,restart_during_request,stable,background_resume,remote_idle,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-097,pipeline_combination,usb_reconnect,restart_during_request,bridge_term_recover,force_stop_relaunch,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-098,pipeline_combination,usb_reconnect,restart_during_request,stable,background_resume,remote_idle,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-099,pipeline_combination,standby_wake,restart_during_request,bridge_term_recover,wifi_reconnect,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-100,pipeline_combination,usb_reconnect,term_recover,bridge_term_recover,background_resume,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-101,pipeline_combination,ready,term_recover,stable,force_stop_relaunch,remote_idle,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-102,pipeline_combination,standby_wake,term_recover,stable,wifi_reconnect,remote_idle,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-103,pipeline_combination,ready,healthy,stable,background_resume,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-104,pipeline_combination,ready,term_recover,bridge_term_recover,wifi_reconnect,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-105,pipeline_combination,ready,restart_during_request,websocket_reconnect,foreground,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-106,pipeline_combination,usb_reconnect,healthy,bridge_term_recover,force_stop_relaunch,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-107,pipeline_combination,standby_wake,restart_during_request,stable,foreground,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-108,pipeline_combination,power_cycle_recover,term_recover,websocket_reconnect,wifi_reconnect,liveview,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-109,pipeline_combination,power_cycle_recover,term_recover,websocket_reconnect,background_resume,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-110,pipeline_combination,power_cycle_recover,healthy,bridge_term_recover,wifi_reconnect,liveview,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-111,pipeline_combination,ready,restart_during_request,stale_session_repair,wifi_reconnect,liveview,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-112,pipeline_combination,usb_reconnect,term_recover,stable,wifi_reconnect,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-113,pipeline_combination,standby_wake,restart_during_request,bridge_term_recover,background_resume,liveview,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-114,pipeline_combination,usb_reconnect,restart_during_request,stale_session_repair,background_resume,remote_idle,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-115,pipeline_combination,standby_wake,restart_during_request,stable,force_stop_relaunch,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-116,pipeline_combination,usb_reconnect,restart_during_request,bridge_term_recover,background_resume,remote_idle,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-117,pipeline_combination,ready,restart_during_request,websocket_reconnect,force_stop_relaunch,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-118,pipeline_combination,usb_reconnect,restart_during_request,bridge_term_recover,wifi_reconnect,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-119,pipeline_combination,power_cycle_recover,healthy,bridge_term_recover,background_resume,remote_idle,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-120,pipeline_combination,standby_wake,term_recover,bridge_term_recover,wifi_reconnect,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-121,pipeline_combination,standby_wake,term_recover,bridge_term_recover,background_resume,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-122,pipeline_combination,power_cycle_recover,term_recover,bridge_term_recover,background_resume,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-123,pipeline_combination,usb_reconnect,term_recover,bridge_term_recover,force_stop_relaunch,liveview,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-124,pipeline_combination,usb_reconnect,restart_during_request,stable,wifi_reconnect,liveview,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-125,pipeline_combination,power_cycle_recover,term_recover,stable,force_stop_relaunch,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-126,pipeline_combination,power_cycle_recover,restart_during_request,stable,foreground,remote_idle,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-127,pipeline_combination,power_cycle_recover,restart_during_request,stale_session_repair,force_stop_relaunch,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-128,pipeline_combination,usb_reconnect,healthy,stale_session_repair,background_resume,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-129,pipeline_combination,power_cycle_recover,healthy,stable,wifi_reconnect,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-130,pipeline_combination,ready,term_recover,stale_session_repair,wifi_reconnect,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-131,pipeline_combination,power_cycle_recover,term_recover,stale_session_repair,foreground,remote_idle,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-132,pipeline_combination,usb_reconnect,term_recover,websocket_reconnect,background_resume,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-133,pipeline_combination,standby_wake,healthy,stable,wifi_reconnect,liveview,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-134,pipeline_combination,power_cycle_recover,term_recover,stale_session_repair,wifi_reconnect,remote_idle,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-135,pipeline_combination,ready,restart_during_request,websocket_reconnect,wifi_reconnect,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-136,pipeline_combination,usb_reconnect,restart_during_request,stale_session_repair,force_stop_relaunch,remote_idle,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-137,pipeline_combination,usb_reconnect,healthy,bridge_term_recover,background_resume,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-138,pipeline_combination,ready,restart_during_request,websocket_reconnect,background_resume,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-139,pipeline_combination,power_cycle_recover,healthy,stale_session_repair,background_resume,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-140,pipeline_combination,usb_reconnect,term_recover,stable,foreground,remote_idle,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-141,pipeline_combination,usb_reconnect,healthy,stable,foreground,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-142,pipeline_combination,standby_wake,healthy,stable,background_resume,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-143,pipeline_combination,standby_wake,healthy,stale_session_repair,foreground,liveview,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PIPE-144,pipeline_combination,standby_wake,restart_during_request,stale_session_repair,wifi_reconnect,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
