case_id,case_type,d810,ddserver,session_manager,s10,operating_mode,log_profile,delivery_profile,ordered_events,expected_invariant
AUTO-012,automated_pipeline,ready,restart_during_request,stale_session_repair,wifi_reconnect,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-013,automated_pipeline,standby_wake,restart_during_request,stable,force_stop_relaunch,remote_idle,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-014,automated_pipeline,standby_wake,restart_during_request,websocket_reconnect,wifi_reconnect,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-015,automated_pipeline,ready,healthy,stale_session_repair,background_resume,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-016,automated_pipeline,standby_wake,restart_during_request,stale_session_repair,foreground,remote_idle,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-017,automated_pipeline,ready,restart_during_request,stable,foreground,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-018,automated_pipeline,standby_wake,term_recover,stable,background_resume,remote_idle,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-019,automated_pipeline,ready,term_recover,stale_session_repair,foreground,remote_idle,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-020,automated_pipeline,standby_wake,healthy,websocket_reconnect,wifi_reconnect,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-021,automated_pipeline,standby_wake,restart_during_request,bridge_term_recover,force_stop_relaunch,liveview,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-022,automated_pipeline,ready,restart_during_request,websocket_reconnect,foreground,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-023,automated_pipeline,standby_wake,healthy,stale_session_repair,wifi_reconnect,liveview,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-024,automated_pipeline,standby_wake,term_recover,bridge_term_recover,foreground,remote_idle,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-025,automated_pipeline,ready,healthy,stale_session_repair,foreground,remote_idle,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-026,automated_pipeline,ready,term_recover,bridge_term_recover,wifi_reconnect,remote_idle,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-027,automated_pipeline,ready,term_recover,stable,foreground,remote_idle,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-028,automated_pipeline,ready,restart_during_request,bridge_term_recover,background_resume,liveview,normal,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-029,automated_pipeline,standby_wake,healthy,stable,background_resume,liveview,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-030,automated_pipeline,standby_wake,term_recover,stale_session_repair,wifi_reconnect,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-031,automated_pipeline,ready,healthy,websocket_reconnect,foreground,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-032,automated_pipeline,ready,term_recover,bridge_term_recover,force_stop_relaunch,remote_idle,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-033,automated_pipeline,ready,term_recover,stale_session_repair,force_stop_relaunch,remote_idle,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-034,automated_pipeline,ready,term_recover,websocket_reconnect,force_stop_relaunch,liveview,rotation_boundary,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-035,automated_pipeline,standby_wake,restart_during_request,stable,wifi_reconnect,remote_idle,trace_burst,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-036,automated_pipeline,standby_wake,term_recover,stable,force_stop_relaunch,remote_idle,normal,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-037,automated_pipeline,ready,term_recover,websocket_reconnect,wifi_reconnect,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-038,automated_pipeline,standby_wake,healthy,websocket_reconnect,force_stop_relaunch,liveview,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-039,automated_pipeline,standby_wake,healthy,bridge_term_recover,wifi_reconnect,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-040,automated_pipeline,ready,term_recover,websocket_reconnect,foreground,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-041,automated_pipeline,standby_wake,healthy,websocket_reconnect,background_resume,liveview,rotation_boundary,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-042,automated_pipeline,standby_wake,term_recover,stable,wifi_reconnect,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-043,automated_pipeline,ready,restart_during_request,stale_session_repair,background_resume,remote_idle,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-044,automated_pipeline,ready,healthy,stale_session_repair,force_stop_relaunch,liveview,trace_burst,puller_restart,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-045,automated_pipeline,standby_wake,healthy,stable,force_stop_relaunch,remote_idle,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-046,automated_pipeline,standby_wake,term_recover,websocket_reconnect,background_resume,liveview,normal,backlog_recovery,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-047,automated_pipeline,standby_wake,restart_during_request,bridge_term_recover,wifi_reconnect,remote_idle,trace_burst,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
AUTO-048,automated_pipeline,ready,restart_during_request,websocket_reconnect,background_resume,liveview,rotation_boundary,normal,d810>ddserver>session_manager>s10>assert,pipeline_converges_once_and_trace_is_complete
PWR-001,physical_phase,power_cycle_recover,healthy,stable,foreground,remote_idle,normal,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-002,post_physical,post_power_cycle_recover,term_recover,stable,wifi_reconnect,liveview,trace_burst,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-003,post_physical,post_power_cycle_recover,restart_during_request,stable,background_resume,remote_idle,rotation_boundary,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-004,post_physical,post_power_cycle_recover,healthy,stable,force_stop_relaunch,liveview,normal,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-005,post_physical,post_power_cycle_recover,term_recover,bridge_term_recover,foreground,remote_idle,trace_burst,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-006,post_physical,post_power_cycle_recover,restart_during_request,bridge_term_recover,wifi_reconnect,liveview,rotation_boundary,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-007,post_physical,post_power_cycle_recover,healthy,bridge_term_recover,background_resume,remote_idle,normal,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-008,post_physical,post_power_cycle_recover,term_recover,bridge_term_recover,force_stop_relaunch,liveview,trace_burst,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-009,post_physical,post_power_cycle_recover,restart_during_request,stale_session_repair,foreground,remote_idle,rotation_boundary,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-010,post_physical,post_power_cycle_recover,healthy,stale_session_repair,wifi_reconnect,liveview,normal,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-011,post_physical,post_power_cycle_recover,term_recover,stale_session_repair,background_resume,remote_idle,trace_burst,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-012,post_physical,post_power_cycle_recover,restart_during_request,stale_session_repair,force_stop_relaunch,liveview,rotation_boundary,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-013,post_physical,post_power_cycle_recover,healthy,websocket_reconnect,foreground,liveview,normal,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-014,post_physical,post_power_cycle_recover,term_recover,websocket_reconnect,wifi_reconnect,liveview,trace_burst,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-015,post_physical,post_power_cycle_recover,restart_during_request,websocket_reconnect,background_resume,liveview,rotation_boundary,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
PWR-016,post_physical,post_power_cycle_recover,healthy,websocket_reconnect,force_stop_relaunch,liveview,normal,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-001,physical_phase,usb_reconnect,healthy,stable,foreground,remote_idle,normal,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-002,post_physical,post_usb_reconnect,term_recover,stable,wifi_reconnect,liveview,trace_burst,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-003,post_physical,post_usb_reconnect,restart_during_request,stable,background_resume,remote_idle,rotation_boundary,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-004,post_physical,post_usb_reconnect,healthy,stable,force_stop_relaunch,liveview,normal,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-005,post_physical,post_usb_reconnect,term_recover,bridge_term_recover,foreground,remote_idle,trace_burst,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-006,post_physical,post_usb_reconnect,restart_during_request,bridge_term_recover,wifi_reconnect,liveview,rotation_boundary,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-007,post_physical,post_usb_reconnect,healthy,bridge_term_recover,background_resume,remote_idle,normal,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-008,post_physical,post_usb_reconnect,term_recover,bridge_term_recover,force_stop_relaunch,liveview,trace_burst,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-009,post_physical,post_usb_reconnect,restart_during_request,stale_session_repair,foreground,remote_idle,rotation_boundary,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-010,post_physical,post_usb_reconnect,healthy,stale_session_repair,wifi_reconnect,liveview,normal,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-011,post_physical,post_usb_reconnect,term_recover,stale_session_repair,background_resume,remote_idle,trace_burst,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-012,post_physical,post_usb_reconnect,restart_during_request,stale_session_repair,force_stop_relaunch,liveview,rotation_boundary,normal,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-013,post_physical,post_usb_reconnect,healthy,websocket_reconnect,foreground,liveview,normal,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-014,post_physical,post_usb_reconnect,term_recover,websocket_reconnect,wifi_reconnect,liveview,trace_burst,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-015,post_physical,post_usb_reconnect,restart_during_request,websocket_reconnect,background_resume,liveview,rotation_boundary,backlog_recovery,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
USB-016,post_physical,post_usb_reconnect,healthy,websocket_reconnect,force_stop_relaunch,liveview,normal,puller_restart,d810_boundary_once>ddserver>session_manager>s10>assert,physical_epoch_remains_ready_and_pipeline_converges
RACE-01,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,request_begin>ddserver_term>detect>ddserver_recover>request_retry,pipeline_converges_once_and_trace_is_complete
RACE-02,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,ddserver_term>request_begin>detect>ddserver_recover>request_retry,pipeline_converges_once_and_trace_is_complete
RACE-03,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,request_begin>bridge_term>action_guard>bridge_recover>response,pipeline_converges_once_and_trace_is_complete
RACE-04,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,bridge_term>guardian_detect>session_health_probe>bridge_recover,pipeline_converges_once_and_trace_is_complete
RACE-05,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,bridge_term>session_health_probe>guardian_detect>bridge_recover,pipeline_converges_once_and_trace_is_complete
RACE-06,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,bridge_term>guardian_detect+session_health_probe>single_bridge_recover,pipeline_converges_once_and_trace_is_complete
RACE-07,ordered_race,ready,healthy,stable,foreground,liveview,normal,normal,s10_reconnect>session_recreate>websocket_attach>ready,pipeline_converges_once_and_trace_is_complete
RACE-08,ordered_race,ready,healthy,stable,foreground,liveview,normal,normal,session_recreate>s10_reconnect>websocket_attach>ready,pipeline_converges_once_and_trace_is_complete
RACE-09,ordered_race,ready,healthy,stable,foreground,liveview,normal,normal,s10_reconnect+session_recreate>single_websocket_attach>ready,pipeline_converges_once_and_trace_is_complete
RACE-10,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,normal,checkpoint_begin>forced_reboot>boot_ready>checkpoint_retry>outbox_ready,pipeline_converges_once_and_trace_is_complete
RACE-11,ordered_race,ready,healthy,stable,foreground,remote_idle,normal,puller_restart,transfer_begin>puller_term>stale_lock_recover>transfer_retry>hash_ack,pipeline_converges_once_and_trace_is_complete
RACE-12,ordered_race,ready,healthy,stable,foreground,remote_idle,rotation_boundary,normal,log_rotation+checkpoint_begin>atomic_ready>hash_verify>ack,pipeline_converges_once_and_trace_is_complete
